theta0,theta1
10833.2,-0.0418682
10833.2,-0.0418682
10833.2,-0.0418682
10833.2,-0.0418682
10833.2,-0.0418682
10833.2,-0.0418682
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418683
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
10833.2,-0.0418684
